,fields.item_name,fields.brand_name,healthy,clean_item_name,filtered_item_name
773,"Drive Thru, Unsweetened Black Tea, 20 fl oz",Panera Bread,1,"['drive', 'thru', 'unsweetened', 'black', 'tea', '20', 'fl', 'oz']","['drive', 'thru', 'unsweeten', 'black', 'tea', '20', 'fl', 'oz']"
774,"Sierra Mist, Can",Panera Bread,0,"['sierra', 'mist', 'can']","['sierra', 'mist']"
775,"Drive Thru, Mist Twist, 32 fl oz",Panera Bread,0,"['drive', 'thru', 'mist', 'twist', '32', 'fl', 'oz']","['drive', 'thru', 'mist', 'twist', '32', 'fl', 'oz']"
776,"Coke, 32 fl oz",Panera Bread,0,"['coke', '32', 'fl', 'oz']","['coke', '32', 'fl', 'oz']"
777,"Sprite, Bottle",Panera Bread,0,"['sprite', 'bottle']","['sprite', 'bottl']"
778,Baja Grain Bowl,Panera Bread,0,"['baja', 'grain', 'bowl']","['baja', 'grain', 'bowl']"
779,"Madagascar Vanilla Latte, 16 fl oz",Panera Bread,0,"['madagascar', 'vanilla', 'latte', '16', 'fl', 'oz']","['madagascar', 'vanilla', 'latt', '16', 'fl', 'oz']"
780,"Plain Cream Cheese Spread, 1.75 oz",Panera Bread,0,"['plain', 'cream', 'cheese', 'spread', '175', 'oz']","['plain', 'cream', 'chees', 'spread', '175', 'oz']"
781,"Drive Thru, Fanta Orange, 20 fl oz",Panera Bread,0,"['drive', 'thru', 'fanta', 'orange', '20', 'fl', 'oz']","['drive', 'thru', 'fanta', 'orang', '20', 'fl', 'oz']"
782,Kids Stonyfield Organic Low Fat Mixed Berry Yogurt Squeezers,Panera Bread,1,"['kids', 'stonyfield', 'organic', 'low', 'fat', 'mixed', 'berry', 'yogurt', 'squeezers']","['kid', 'stonyfield', 'organ', 'low', 'fat', 'mix', 'berri', 'yogurt', 'squeezer']"
783,"Chipotle Chicken, Scrambled Egg & Avocado Wrap",Panera Bread,0,"['chipotle', 'chicken', 'scrambled', 'egg', 'avocado', 'wrap']","['chipotl', 'chicken', 'scrambl', 'egg', 'avocado', 'wrap']"
784,"Frozen Strawberry Lemonade with Fresh Strawberries, 16 fl oz",Panera Bread,1,"['frozen', 'strawberry', 'lemonade', 'with', 'fresh', 'strawberries', '16', 'fl', 'oz']","['frozen', 'strawberri', 'lemonad', 'fresh', 'strawberri', '16', 'fl', 'oz']"
785,Mini Brownie,Panera Bread,1,"['mini', 'brownie']","['mini', 'browni']"
786,Over Easy Egg,Panera Bread,0,"['over', 'easy', 'egg']","['easi', 'egg']"
787,"Dasani Lemon, Can",Panera Bread,1,"['dasani', 'lemon', 'can']","['dasani', 'lemon']"
788,"Diet Coke, 20 fl oz",Panera Bread,1,"['diet', 'coke', '20', 'fl', 'oz']","['diet', 'coke', '20', 'fl', 'oz']"
789,"Substitute Almond Milk, 8 fl oz",Panera Bread,1,"['substitute', 'almond', 'milk', '8', 'fl', 'oz']","['substitut', 'almond', 'milk', '8', 'fl', 'oz']"
790,"Southwest Chicken Tortilla Soup, Bowl",Panera Bread,0,"['southwest', 'chicken', 'tortilla', 'soup', 'bowl']","['southwest', 'chicken', 'tortilla', 'soup', 'bowl']"
791,"Drive Thru, Coke, 32 fl oz",Panera Bread,0,"['drive', 'thru', 'coke', '32', 'fl', 'oz']","['drive', 'thru', 'coke', '32', 'fl', 'oz']"
792,Additional Shot of Espresso,Panera Bread,1,"['additional', 'shot', 'of', 'espresso']","['addit', 'shot', 'espresso']"
793,"Tropicana Lemonade, 20 fl oz",Panera Bread,0,"['tropicana', 'lemonade', '20', 'fl', 'oz']","['tropicana', 'lemonad', '20', 'fl', 'oz']"
794,"Drive Thur, Powerade Mountain Blast, 32 fl oz",Panera Bread,0,"['drive', 'thur', 'powerade', 'mountain', 'blast', '32', 'fl', 'oz']","['drive', 'thur', 'powerad', 'mountain', 'blast', '32', 'fl', 'oz']"
795,"Iced Madagascar Vanilla Latte, 20 fl oz",Panera Bread,0,"['iced', 'madagascar', 'vanilla', 'latte', '20', 'fl', 'oz']","['ice', 'madagascar', 'vanilla', 'latt', '20', 'fl', 'oz']"
796,"Fanta Orange, 20 fl oz",Panera Bread,0,"['fanta', 'orange', '20', 'fl', 'oz']","['fanta', 'orang', '20', 'fl', 'oz']"
797,Additional Shot of Espresso Decaf,Panera Bread,1,"['additional', 'shot', 'of', 'espresso', 'decaf']","['addit', 'shot', 'espresso', 'decaf']"
798,Cocoa & Creme Cookie,Panera Bread,1,"['cocoa', 'creme', 'cookie']","['cocoa', 'creme', 'cooki']"
799,"Diet Pepsi, Can",Panera Bread,1,"['diet', 'pepsi', 'can']","['diet', 'pepsi']"
800,Mediterranean Grain Bowl,Panera Bread,0,"['mediterranean', 'grain', 'bowl']","['mediterranean', 'grain', 'bowl']"
801,Pineapple Chicken,Manchu Wok,1,"['pineapple', 'chicken']","['pineappl', 'chicken']"
802,Sweet & Sour Chicken Tenders,Manchu Wok,1,"['sweet', 'sour', 'chicken', 'tenders']","['sweet', 'sour', 'chicken', 'tender']"
803,Kung Pao Chicken,Manchu Wok,1,"['kung', 'pao', 'chicken']","['kung', 'pao', 'chicken']"
804,"Giardineiera Pizza, Original Crust Pizza for One",Papa John's,1,"['giardineiera', 'pizza', 'original', 'crust', 'pizza', 'for', 'one']","['giardineiera', 'pizza', 'origin', 'crust', 'pizza', 'one']"
805,"Chicken & Veggie Pizza, Pan Crust",Papa John's,1,"['chicken', 'veggie', 'pizza', 'pan', 'crust']","['chicken', 'veggi', 'pizza', 'pan', 'crust']"
806,Sausage for Original Crust Medium Pizza,Papa John's,1,"['sausage', 'for', 'original', 'crust', 'medium', 'pizza']","['sausag', 'origin', 'crust', 'medium', 'pizza']"
807,Light Original Sauce for Original Crust Large Pizza,Papa John's,1,"['light', 'original', 'sauce', 'for', 'original', 'crust', 'large', 'pizza']","['light', 'origin', 'sauc', 'origin', 'crust', 'larg', 'pizza']"
808,"Egg and Cheese Pizza, Original Crust Large",Papa John's,0,"['egg', 'and', 'cheese', 'pizza', 'original', 'crust', 'large']","['egg', 'chees', 'pizza', 'origin', 'crust', 'larg']"
809,"Double Bacon Six Cheese Pizza, Original Crust Pizza for One",Papa John's,1,"['double', 'bacon', 'six', 'cheese', 'pizza', 'original', 'crust', 'pizza', 'for', 'one']","['doubl', 'bacon', 'six', 'chees', 'pizza', 'origin', 'crust', 'pizza', 'one']"
810,Beef for Original Crust Pizza for One,Papa John's,1,"['beef', 'for', 'original', 'crust', 'pizza', 'for', 'one']","['beef', 'origin', 'crust', 'pizza', 'one']"
811,"Ultimate Pepperoni Pizza, Original Crust Small",Papa John's,1,"['ultimate', 'pepperoni', 'pizza', 'original', 'crust', 'small']","['ultim', 'pepperoni', 'pizza', 'origin', 'crust', 'small']"
812,Original Sauce for Original Crust Large Pizza,Papa John's,1,"['original', 'sauce', 'for', 'original', 'crust', 'large', 'pizza']","['origin', 'sauc', 'origin', 'crust', 'larg', 'pizza']"
813,"Smokehouse Bacon & Ham Pizza, Pan Crust",Papa John's,0,"['smokehouse', 'bacon', 'ham', 'pizza', 'pan', 'crust']","['smokehous', 'bacon', 'ham', 'pizza', 'pan', 'crust']"
814,"Spicy Italian Pizza, Pan Crust",Papa John's,0,"['spicy', 'italian', 'pizza', 'pan', 'crust']","['spici', 'italian', 'pizza', 'pan', 'crust']"
815,Three Cheese Blend for Thin Crust Pizza,Papa John's,1,"['three', 'cheese', 'blend', 'for', 'thin', 'crust', 'pizza']","['three', 'chees', 'blend', 'thin', 'crust', 'pizza']"
816,Pineapple for Original Crust Extra Large Pizza,Papa John's,1,"['pineapple', 'for', 'original', 'crust', 'extra', 'large', 'pizza']","['pineappl', 'origin', 'crust', 'extra', 'larg', 'pizza']"
817,Light Cheese for Extra Large Original Crust Pizza,Papa John's,1,"['light', 'cheese', 'for', 'extra', 'large', 'original', 'crust', 'pizza']","['light', 'chees', 'extra', 'larg', 'origin', 'crust', 'pizza']"
818,Spinach Alfredo Sauce for Original Crust Extra Large Pizza,Papa John's,1,"['spinach', 'alfredo', 'sauce', 'for', 'original', 'crust', 'extra', 'large', 'pizza']","['spinach', 'alfredo', 'sauc', 'origin', 'crust', 'extra', 'larg', 'pizza']"
819,Bacon for Gluten Free Pizza,Papa John's,1,"['bacon', 'for', 'gluten', 'free', 'pizza']","['bacon', 'gluten', 'free', 'pizza']"
820,"Defender Pizza, Original Crust Pizza for One",Papa John's,0,"['defender', 'pizza', 'original', 'crust', 'pizza', 'for', 'one']","['defend', 'pizza', 'origin', 'crust', 'pizza', 'one']"
821,"Hearty Italian Meats Pizza, Pan Crust",Papa John's,0,"['hearty', 'italian', 'meats', 'pizza', 'pan', 'crust']","['hearti', 'italian', 'meat', 'pizza', 'pan', 'crust']"
822,"Ham,Egg,Cheese Pizza, Original Crust Pizza for One",Papa John's,1,"['hameggcheese', 'pizza', 'original', 'crust', 'pizza', 'for', 'one']","['hameggchees', 'pizza', 'origin', 'crust', 'pizza', 'one']"
823,Canadian Bacon for Original Crust Large Pizza,Papa John's,1,"['canadian', 'bacon', 'for', 'original', 'crust', 'large', 'pizza']","['canadian', 'bacon', 'origin', 'crust', 'larg', 'pizza']"
824,Extra BBQ Sauce for Original Crust Small Pizza,Papa John's,1,"['extra', 'bbq', 'sauce', 'for', 'original', 'crust', 'small', 'pizza']","['extra', 'bbq', 'sauc', 'origin', 'crust', 'small', 'pizza']"
825,Black Olives for Original Crust Small Pizza,Papa John's,1,"['black', 'olives', 'for', 'original', 'crust', 'small', 'pizza']","['black', 'oliv', 'origin', 'crust', 'small', 'pizza']"
826,Spinach Alfredo Sauce for Original Crust Large Pizza,Papa John's,1,"['spinach', 'alfredo', 'sauce', 'for', 'original', 'crust', 'large', 'pizza']","['spinach', 'alfredo', 'sauc', 'origin', 'crust', 'larg', 'pizza']"
827,Beef for Pan Crust Pizza,Papa John's,1,"['beef', 'for', 'pan', 'crust', 'pizza']","['beef', 'pan', 'crust', 'pizza']"
828,"Jack-O-Lantern Pizza, Original Crust Large",Papa John's,0,"['jackolantern', 'pizza', 'original', 'crust', 'large']","['jackolantern', 'pizza', 'origin', 'crust', 'larg']"
829,Pineapple for Original Crust Pizza for One,Papa John's,1,"['pineapple', 'for', 'original', 'crust', 'pizza', 'for', 'one']","['pineappl', 'origin', 'crust', 'pizza', 'one']"
830,"Hawaiian with Cream Cheese Pizza, Thin Crust",Papa John's,1,"['hawaiian', 'with', 'cream', 'cheese', 'pizza', 'thin', 'crust']","['hawaiian', 'cream', 'chees', 'pizza', 'thin', 'crust']"
831,Pepperoni for Original Crust Medium Pizza,Papa John's,1,"['pepperoni', 'for', 'original', 'crust', 'medium', 'pizza']","['pepperoni', 'origin', 'crust', 'medium', 'pizza']"
832,Light Spinach Alfredo Sauce for Original Crust Extra Large Pizza,Papa John's,1,"['light', 'spinach', 'alfredo', 'sauce', 'for', 'original', 'crust', 'extra', 'large', 'pizza']","['light', 'spinach', 'alfredo', 'sauc', 'origin', 'crust', 'extra', 'larg', 'pizza']"
833,Three Cheese Blend for Original Crust Medium Pizza,Papa John's,1,"['three', 'cheese', 'blend', 'for', 'original', 'crust', 'medium', 'pizza']","['three', 'chees', 'blend', 'origin', 'crust', 'medium', 'pizza']"
834,Italian Sausage for Original Crust Pizza for One,Papa John's,1,"['italian', 'sausage', 'for', 'original', 'crust', 'pizza', 'for', 'one']","['italian', 'sausag', 'origin', 'crust', 'pizza', 'one']"
835,"Hearty Italian Meats Pizza, Original Crust Small",Papa John's,1,"['hearty', 'italian', 'meats', 'pizza', 'original', 'crust', 'small']","['hearti', 'italian', 'meat', 'pizza', 'origin', 'crust', 'small']"
836,Parmesan/Romano for Pan Crust Pizza,Papa John's,1,"['parmesanromano', 'for', 'pan', 'crust', 'pizza']","['parmesanromano', 'pan', 'crust', 'pizza']"
837,Light Ranch Sauce for Original Crust Small Pizza,Papa John's,1,"['light', 'ranch', 'sauce', 'for', 'original', 'crust', 'small', 'pizza']","['light', 'ranch', 'sauc', 'origin', 'crust', 'small', 'pizza']"
838,Anchovies for Original Crust Large Pizza,Papa John's,1,"['anchovies', 'for', 'original', 'crust', 'large', 'pizza']","['anchovi', 'origin', 'crust', 'larg', 'pizza']"
839,Extra Spinach Alfredo Sauce for Original Crust Medium Pizza,Papa John's,1,"['extra', 'spinach', 'alfredo', 'sauce', 'for', 'original', 'crust', 'medium', 'pizza']","['extra', 'spinach', 'alfredo', 'sauc', 'origin', 'crust', 'medium', 'pizza']"
840,"Bacon Cheesesticks, 12 inch",Papa John's,1,"['bacon', 'cheesesticks', '12', 'inch']","['bacon', 'cheesestick', '12', 'inch']"
841,"Ham Veggie Lite(Ham Delight) Pizza, Original Crust Medium",Papa John's,1,"['ham', 'veggie', 'liteham', 'delight', 'pizza', 'original', 'crust', 'medium']","['ham', 'veggi', 'liteham', 'delight', 'pizza', 'origin', 'crust', 'medium']"
842,"Chicken BBQ Pizza, Original Crust Small",Papa John's,1,"['chicken', 'bbq', 'pizza', 'original', 'crust', 'small']","['chicken', 'bbq', 'pizza', 'origin', 'crust', 'small']"
843,Zesty Italian Hoagie,Papa John's,0,"['zesty', 'italian', 'hoagie']","['zesti', 'italian', 'hoagi']"
844,Light BBQ Sauce for Original Crust Extra Large Pizza,Papa John's,1,"['light', 'bbq', 'sauce', 'for', 'original', 'crust', 'extra', 'large', 'pizza']","['light', 'bbq', 'sauc', 'origin', 'crust', 'extra', 'larg', 'pizza']"
845,Roma Tomatoes for Pan Crust Pizza,Papa John's,1,"['roma', 'tomatoes', 'for', 'pan', 'crust', 'pizza']","['roma', 'tomato', 'pan', 'crust', 'pizza']"
846,"Pepperoni Specialty Pizza, Thin Crust",Papa John's,1,"['pepperoni', 'specialty', 'pizza', 'thin', 'crust']","['pepperoni', 'specialti', 'pizza', 'thin', 'crust']"
847,Parmesan/Romano for Thin Crust Pizza,Papa John's,1,"['parmesanromano', 'for', 'thin', 'crust', 'pizza']","['parmesanromano', 'thin', 'crust', 'pizza']"
848,"Cheesesticks, 12 inch",Papa John's,1,"['cheesesticks', '12', 'inch']","['cheesestick', '12', 'inch']"
849,"Hearty Italian Meats Pizza, Thin Crust",Papa John's,0,"['hearty', 'italian', 'meats', 'pizza', 'thin', 'crust']","['hearti', 'italian', 'meat', 'pizza', 'thin', 'crust']"
850,"BBQ Chicken Pizza, Small",Pizza Factory,1,"['bbq', 'chicken', 'pizza', 'small']","['bbq', 'chicken', 'pizza', 'small']"
851,"BBQ Chicken Pizza, Medium",Pizza Factory,1,"['bbq', 'chicken', 'pizza', 'medium']","['bbq', 'chicken', 'pizza', 'medium']"
852,"Chicken Pizza, Medium",Pizza Factory,1,"['chicken', 'pizza', 'medium']","['chicken', 'pizza', 'medium']"
853,"Chicken Pizza, X-Large",Pizza Factory,1,"['chicken', 'pizza', 'xlarge']","['chicken', 'pizza', 'xlarg']"
854,Meat Ravioli,Pizza Factory,0,"['meat', 'ravioli']","['meat', 'ravioli']"
855,Sausage Sandwich,Pizza Factory,0,"['sausage', 'sandwich']","['sausag', 'sandwich']"
856,BBQ Chicken Sandwich,Pizza Factory,0,"['bbq', 'chicken', 'sandwich']","['bbq', 'chicken', 'sandwich']"
857,Blue Cheese Dressing,Pizza Factory,1,"['blue', 'cheese', 'dressing']","['blue', 'chees', 'dress']"
858,Coke Zero,Pizza Factory,1,"['coke', 'zero']","['coke', 'zero']"
859,Pibb Xtra,Pizza Factory,1,"['pibb', 'xtra']","['pibb', 'xtra']"
860,Minute Maid Lemonade,Pizza Factory,1,"['minute', 'maid', 'lemonade']","['minut', 'maid', 'lemonad']"
861,Powerade Mountain Blast,Pizza Factory,1,"['powerade', 'mountain', 'blast']","['powerad', 'mountain', 'blast']"
862,Jalapeno Poppers,Pizza Inn,0,"['jalapeno', 'poppers']","['jalapeno', 'popper']"
863,"Breadsticks, from scratch, Small",Pizza Inn,0,"['breadsticks', 'from', 'scratch', 'small']","['breadstick', 'scratch', 'small']"
864,"Garlic Cheese Bread, Small",Pizza Inn,0,"['garlic', 'cheese', 'bread', 'small']","['garlic', 'chees', 'bread', 'small']"
865,Denver Omelet Breakfast Pizza,Pizza Inn,0,"['denver', 'omelet', 'breakfast', 'pizza']","['denver', 'omelet', 'breakfast', 'pizza']"
866,"Garlic Cheese Bread, Large - 1 piece",Pizza Inn,0,"['garlic', 'cheese', 'bread', 'large', '1', 'piece']","['garlic', 'chees', 'bread', 'larg', '1', 'piec']"
867,Bacon Cheddar Ham Breakfast Pizza,Pizza Inn,0,"['bacon', 'cheddar', 'ham', 'breakfast', 'pizza']","['bacon', 'cheddar', 'ham', 'breakfast', 'pizza']"
868,Garlic Tomato Bread,Pizza Inn,0,"['garlic', 'tomato', 'bread']","['garlic', 'tomato', 'bread']"
869,Baked Spaghetti,Pizza Inn,1,"['baked', 'spaghetti']","['bake', 'spaghetti']"
870,BBQ Ribs,Pizza Inn,0,"['bbq', 'ribs']","['bbq', 'rib']"
871,Peppered Pi'asta Pasta,Pizza Inn,1,"['peppered', 'piasta', 'pasta']","['pepper', 'piasta', 'pasta']"
872,Soft Serve Ice Cream,Pizza Inn,1,"['soft', 'serve', 'ice', 'cream']","['soft', 'serv', 'ice', 'cream']"
873,Potato with Bacon Soup,Pizza Inn,1,"['potato', 'with', 'bacon', 'soup']","['potato', 'bacon', 'soup']"
874,Tator Tots,Pizza Inn,1,"['tator', 'tots']","['tator', 'tot']"
875,"Apple Pizzert, Small, 1 Slice",Pizza Inn,1,"['apple', 'pizzert', 'small', '1', 'slice']","['appl', 'pizzert', 'small', '1', 'slice']"
876,"Apple Pizzert, Medium",Pizza Inn,0,"['apple', 'pizzert', 'medium']","['appl', 'pizzert', 'medium']"
877,"Bavarian Cream Pizzert, Individual",Pizza Inn,0,"['bavarian', 'cream', 'pizzert', 'individual']","['bavarian', 'cream', 'pizzert', 'individu']"
878,"Cherry Cobbler, 1 Slice",Pizza Inn,0,"['cherry', 'cobbler', '1', 'slice']","['cherri', 'cobbler', '1', 'slice']"
879,Cherry Cobbler,Pizza Inn,0,"['cherry', 'cobbler']","['cherri', 'cobbler']"
880,"Blueberry Pizzert, Medium",Pizza Inn,0,"['blueberry', 'pizzert', 'medium']","['blueberri', 'pizzert', 'medium']"
881,"Glazed Cinnamon Bread, Large",Pizza Inn,0,"['glazed', 'cinnamon', 'bread', 'large']","['glaze', 'cinnamon', 'bread', 'larg']"
882,"Cherry Pizzert, Small, 1 Slice",Pizza Inn,1,"['cherry', 'pizzert', 'small', '1', 'slice']","['cherri', 'pizzert', 'small', '1', 'slice']"
883,"Iced Blueberry Streusel Cake, 1 Slice",Pizza Inn,1,"['iced', 'blueberry', 'streusel', 'cake', '1', 'slice']","['ice', 'blueberri', 'streusel', 'cake', '1', 'slice']"
884,"Iced Peach Streusel Cake, 1 Slice",Pizza Inn,1,"['iced', 'peach', 'streusel', 'cake', '1', 'slice']","['ice', 'peach', 'streusel', 'cake', '1', 'slice']"
885,Iced Streusel Cake,Pizza Inn,0,"['iced', 'streusel', 'cake']","['ice', 'streusel', 'cake']"
886,"Peach Pizzert, Giant, 1 Slice",Pizza Inn,1,"['peach', 'pizzert', 'giant', '1', 'slice']","['peach', 'pizzert', 'giant', '1', 'slice']"
887,"Peach Pizzert, Large, 1 Slice",Pizza Inn,1,"['peach', 'pizzert', 'large', '1', 'slice']","['peach', 'pizzert', 'larg', '1', 'slice']"
888,"Pineapple Pizzert, Giant",Pizza Inn,0,"['pineapple', 'pizzert', 'giant']","['pineappl', 'pizzert', 'giant']"
889,"Peach Pizzert, Small",Pizza Inn,0,"['peach', 'pizzert', 'small']","['peach', 'pizzert', 'small']"
890,"Strawberry Pizzert, Individual",Pizza Inn,0,"['strawberry', 'pizzert', 'individual']","['strawberri', 'pizzert', 'individu']"
891,"Pineapple Pizzert, Large, 1 Slice",Pizza Inn,1,"['pineapple', 'pizzert', 'large', '1', 'slice']","['pineappl', 'pizzert', 'larg', '1', 'slice']"
892,"Deluxe Spaghetti, Child",Pizza Inn,0,"['deluxe', 'spaghetti', 'child']","['delux', 'spaghetti', 'child']"
893,"Deluxe Spaghetti, Individual or Small",Pizza Inn,0,"['deluxe', 'spaghetti', 'individual', 'or', 'small']","['delux', 'spaghetti', 'individu', 'small']"
894,"A La Carte Pizza, Giant, Italian Style Crust, 2 or More Toppings",Pizza Inn,0,"['a', 'la', 'carte', 'pizza', 'giant', 'italian', 'style', 'crust', '2', 'or', 'more', 'toppings']","['la', 'cart', 'pizza', 'giant', 'italian', 'style', 'crust', '2', 'top']"
895,"A La Carte Pizza, Giant, Thin Crust, 2 or More Toppings, 1 Slice",Pizza Inn,1,"['a', 'la', 'carte', 'pizza', 'giant', 'thin', 'crust', '2', 'or', 'more', 'toppings', '1', 'slice']","['la', 'cart', 'pizza', 'giant', 'thin', 'crust', '2', 'top', '1', 'slice']"
896,"Strawberry Pizzert, Small, 1 Slice",Pizza Inn,1,"['strawberry', 'pizzert', 'small', '1', 'slice']","['strawberri', 'pizzert', 'small', '1', 'slice']"
897,"A La Carte Pizza, Individual, Thin Crust, 2 or More Toppings, 1 Slice",Pizza Inn,1,"['a', 'la', 'carte', 'pizza', 'individual', 'thin', 'crust', '2', 'or', 'more', 'toppings', '1', 'slice']","['la', 'cart', 'pizza', 'individu', 'thin', 'crust', '2', 'top', '1', 'slice']"
898,"A La Carte Pizza, Large, Italian Style Crust, 1 Topping, 1 Slice",Pizza Inn,1,"['a', 'la', 'carte', 'pizza', 'large', 'italian', 'style', 'crust', '1', 'topping', '1', 'slice']","['la', 'cart', 'pizza', 'larg', 'italian', 'style', 'crust', '1', 'top', '1', 'slice']"
899,"A La Carte Pizza, Medium, New York Crust, 1 Topping",Pizza Inn,0,"['a', 'la', 'carte', 'pizza', 'medium', 'new', 'york', 'crust', '1', 'topping']","['la', 'cart', 'pizza', 'medium', 'new', 'york', 'crust', '1', 'top']"
900,"Chicken BBQ Pizza, Thin Crust",Papa John's,0,"['chicken', 'bbq', 'pizza', 'thin', 'crust']","['chicken', 'bbq', 'pizza', 'thin', 'crust']"
901,"New Chicken Poppers, 5 Pieces",Papa John's,0,"['new', 'chicken', 'poppers', '5', 'pieces']","['new', 'chicken', 'popper', '5', 'piec']"
902,"Hawaiian Pizza, Original Crust Large",Papa John's,0,"['hawaiian', 'pizza', 'original', 'crust', 'large']","['hawaiian', 'pizza', 'origin', 'crust', 'larg']"
903,"White Veggie Pizza, Gluten Free",Papa John's,1,"['white', 'veggie', 'pizza', 'gluten', 'free']","['white', 'veggi', 'pizza', 'gluten', 'free']"
904,"The Workin Fire Pizza, Original Crust Large",Papa John's,0,"['the', 'workin', 'fire', 'pizza', 'original', 'crust', 'large']","['workin', 'fire', 'pizza', 'origin', 'crust', 'larg']"
905,"The Workin Fire Pizza, Original Crust Medium",Papa John's,1,"['the', 'workin', 'fire', 'pizza', 'original', 'crust', 'medium']","['workin', 'fire', 'pizza', 'origin', 'crust', 'medium']"
906,Chicken for Original Crust Extra Large Pizza,Papa John's,1,"['chicken', 'for', 'original', 'crust', 'extra', 'large', 'pizza']","['chicken', 'origin', 'crust', 'extra', 'larg', 'pizza']"
907,Ranch Sauce for Original Crust Pizza for One,Papa John's,1,"['ranch', 'sauce', 'for', 'original', 'crust', 'pizza', 'for', 'one']","['ranch', 'sauc', 'origin', 'crust', 'pizza', 'one']"
